order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
16674,2073,2025-01-11,306,4,37.63,150.52,Completed,2026-04-26
16675,4228,2026-05-14,361,6,184.26,1105.56,Completed,2026-08-10
16676,837,2026-03-01,266,3,81.59,244.77,Completed,2026-03-07
16677,7934,2026-05-23,179,10,147.67,1476.70,Completed,2026-07-27
16678,1736,2026-01-08,229,4,11.89,47.56,Pending,
16679,1615,2026-01-15,224,1,70.42,70.42,Completed,2026-07-16
16680,2092,2026-07-03,148,1,239.26,239.26,Completed,2026-07-30
16681,892,2025-08-13,101,7,307.58,2153.06,Pending,
16682,2310,2025-10-10,241,9,34.97,314.73,Completed,2026-05-25
16683,5870,2025-11-18,358,9,337.24,3035.16,Completed,2026-07-19
16684,5850,2024-09-07,368,6,449.85,2699.10,Completed,2026-06-16
16685,2615,2026-08-07,268,2,404.57,809.14,Completed,2026-08-12
16686,9564,2026-04-24,108,2,416.13,832.26,Completed,2026-07-16
16687,3697,2026-04-15,263,10,295.30,2953.00,Completed,2026-05-31
16688,6093,2024-09-14,96,4,235.17,940.68,Pending,
16689,3950,2024-10-10,444,6,91.87,551.22,Completed,2025-12-13
16690,2884,2024-11-28,206,9,374.65,3371.85,Completed,2024-12-17
16691,3833,2025-03-23,430,9,125.02,1125.18,Completed,2026-04-19
16692,146,2026-06-07,456,5,266.45,1332.25,Cancelled,
16693,9090,2025-07-11,196,1,490.48,490.48,Completed,2025-08-20
16694,6649,2025-05-25,339,4,476.93,1907.72,Completed,2025-06-23
16695,19,2025-07-12,25,5,299.96,1499.80,Completed,2025-10-04
16696,1708,2025-07-18,315,10,256.31,2563.10,Completed,2026-06-04
16697,9324,2026-01-20,112,10,163.26,1632.60,Completed,2026-07-29
16698,651,2025-04-02,252,4,231.73,926.92,Completed,2025-07-04
16699,6028,2026-06-29,215,7,103.61,725.27,Pending,
16700,4334,2025-05-09,453,3,230.21,690.63,Pending,
16701,2077,2025-11-19,58,5,311.59,1557.95,Completed,2026-02-06
16702,4400,2024-12-19,296,10,237.12,2371.20,Completed,2026-06-30
16703,9303,2025-11-16,128,5,123.08,615.40,Completed,2026-01-09
16704,8117,2026-05-01,424,2,346.67,693.34,Completed,2026-06-11
16705,2072,2024-09-20,78,4,488.22,1952.88,Completed,2026-03-24
16706,4809,2025-06-02,47,6,142.88,857.28,Completed,2026-07-25
16707,3005,2025-10-16,236,8,336.89,2695.12,Cancelled,
16708,5846,2026-02-19,371,6,397.88,2387.28,Completed,2026-04-06
16709,5890,2026-07-17,128,3,123.08,369.24,Completed,2026-07-25
16710,2693,2024-08-17,163,5,306.77,1533.85,Completed,2025-11-15
16711,5854,2025-09-01,293,6,381.31,2287.86,Completed,2025-11-28
16712,4919,2024-12-12,422,10,306.99,3069.90,Completed,2026-06-21
16713,6904,2026-06-19,338,2,97.72,195.44,Completed,2026-07-18
16714,5373,2024-12-30,86,9,292.39,2631.51,Completed,2025-07-02
16715,8469,2025-02-11,64,8,187.92,1503.36,Pending,
16716,6995,2024-08-15,68,5,139.81,699.05,Completed,2025-08-16
16717,2103,2025-03-06,77,5,487.05,2435.25,Completed,2025-10-23
16718,1321,2025-07-27,222,8,395.36,3162.88,Completed,2026-05-04
16719,3766,2026-06-26,371,9,397.88,3580.92,Completed,2026-07-29
16720,4902,2026-02-18,353,7,401.57,2810.99,Pending,
16721,333,2026-08-06,267,7,423.46,2964.22,Completed,2026-08-08
16722,6663,2025-10-01,410,6,256.12,1536.72,Completed,2026-08-03
16723,4614,2026-06-28,7,7,55.59,389.13,Completed,2026-08-06
16724,4216,2025-09-21,70,6,453.14,2718.84,Completed,2026-03-28
16725,5483,2025-02-14,195,3,278.20,834.60,Completed,2026-01-25
16726,6086,2025-07-06,302,4,56.23,224.92,Cancelled,
16727,9088,2026-03-05,131,2,464.80,929.60,Completed,2026-06-24
16728,2718,2025-02-22,59,10,467.68,4676.80,Completed,2025-06-24
16729,5567,2025-10-06,191,4,432.69,1730.76,Completed,2026-06-25
16730,4721,2025-06-26,392,7,381.53,2670.71,Completed,2026-02-12
16731,5719,2025-07-07,424,4,346.67,1386.68,Completed,2026-03-01
16732,3584,2025-11-23,198,6,494.26,2965.56,Completed,2026-02-18
16733,8092,2025-02-05,377,7,68.53,479.71,Completed,2025-04-11
16734,2009,2025-11-11,470,4,489.35,1957.40,Completed,2026-07-14
16735,6327,2025-08-31,390,2,234.90,469.80,Completed,2026-07-17
16736,8210,2026-04-09,384,7,422.05,2954.35,Completed,2026-07-07
16737,40,2025-09-15,456,5,266.45,1332.25,Completed,2026-05-31
16738,7693,2025-02-17,30,9,80.66,725.94,Completed,2025-08-02
16739,8572,2026-04-17,328,5,253.49,1267.45,Pending,
16740,1993,2026-04-26,7,7,55.59,389.13,Completed,2026-07-25
16741,6423,2025-07-26,141,6,125.71,754.26,Completed,2025-08-12
16742,5867,2026-01-24,218,1,285.13,285.13,Cancelled,
16743,2693,2025-08-22,440,1,229.90,229.90,Cancelled,
16744,1035,2025-01-20,269,8,306.45,2451.60,Completed,2026-07-25
16745,5459,2024-12-13,382,7,314.39,2200.73,Completed,2026-07-06
16746,1021,2024-10-16,328,10,253.49,2534.90,Pending,
16747,3879,2024-09-14,263,1,295.30,295.30,Completed,2025-04-29
16748,4410,2026-03-03,215,6,103.61,621.66,Pending,
16749,3313,2025-09-17,78,5,488.22,2441.10,Completed,2025-12-31
16750,423,2025-09-12,244,1,38.96,38.96,Completed,2025-10-04
16751,9078,2025-09-07,257,6,54.09,324.54,Completed,2026-07-31
16752,3037,2026-05-04,120,5,460.17,2300.85,Completed,2026-07-19
16753,8624,2026-04-18,111,8,222.74,1781.92,Cancelled,
16754,6762,2026-03-08,390,4,234.90,939.60,Completed,2026-05-31
16755,6845,2024-11-23,26,9,341.74,3075.66,Completed,2026-04-09
16756,3082,2025-09-27,366,7,353.50,2474.50,Completed,2026-06-04
16757,7225,2026-04-07,129,7,235.19,1646.33,Completed,2026-04-27
16758,1381,2026-05-24,329,1,18.95,18.95,Completed,2026-06-17
16759,9551,2026-05-26,28,2,229.59,459.18,Completed,2026-06-26
16760,5814,2026-03-26,266,8,81.59,652.72,Completed,2026-05-30
16761,6467,2025-12-08,11,1,387.67,387.67,Cancelled,
16762,5163,2025-08-03,104,1,113.33,113.33,Pending,
16763,5920,2025-06-06,431,9,30.98,278.82,Completed,2025-06-26
16764,3952,2026-07-07,332,5,14.41,72.05,Completed,2026-08-12
16765,1118,2025-12-24,372,10,122.18,1221.80,Completed,2026-07-16
16766,4220,2025-10-02,2,2,339.97,679.94,Cancelled,
16767,7553,2025-09-11,151,10,99.81,998.10,Completed,2025-12-18
16768,5177,2024-10-04,140,5,426.60,2133.00,Completed,2025-02-09
16769,5144,2026-01-28,465,4,147.11,588.44,Completed,2026-04-19
16770,8518,2025-06-24,377,2,68.53,137.06,Completed,2025-12-29
16771,1813,2024-08-23,468,3,328.50,985.50,Completed,2025-10-21
16772,4519,2024-10-31,4,1,282.82,282.82,Completed,2025-05-25
16773,9108,2026-01-29,337,8,217.47,1739.76,Completed,2026-07-07
16774,8970,2025-01-13,322,7,390.17,2731.19,Cancelled,
16775,997,2026-07-16,202,7,42.04,294.28,Completed,2026-07-24
16776,3222,2025-03-21,16,7,343.88,2407.16,Completed,2025-12-10
16777,7953,2025-11-04,161,1,388.97,388.97,Completed,2026-08-10
16778,7200,2026-04-09,329,4,18.95,75.80,Completed,2026-04-29
16779,1559,2024-12-08,282,5,68.95,344.75,Completed,2026-03-12
16780,7508,2025-04-28,462,5,200.99,1004.95,Completed,2026-06-27
16781,8645,2025-03-07,149,9,179.15,1612.35,Completed,2025-07-06
16782,1347,2025-11-30,215,7,103.61,725.27,Completed,2026-04-02
16783,4513,2024-09-02,359,8,476.63,3813.04,Completed,2025-03-11
16784,1208,2024-09-22,297,10,179.21,1792.10,Pending,
16785,3223,2024-09-03,51,6,86.50,519.00,Completed,2024-09-04
16786,9351,2025-05-07,226,1,374.55,374.55,Cancelled,
16787,7889,2024-12-22,56,1,299.54,299.54,Completed,2025-01-31
16788,2560,2025-02-01,330,4,396.73,1586.92,Completed,2025-08-02
16789,5967,2024-08-22,21,10,374.77,3747.70,Cancelled,
16790,6598,2024-09-25,43,9,52.98,476.82,Cancelled,
16791,293,2024-10-28,119,9,171.38,1542.42,Cancelled,
16792,2848,2026-01-25,281,10,148.28,1482.80,Completed,2026-06-17
16793,9992,2024-11-15,310,4,158.24,632.96,Completed,2025-08-04
16794,700,2025-07-06,421,1,275.41,275.41,Completed,2026-03-25
16795,2274,2024-08-31,213,10,340.42,3404.20,Completed,2024-11-15
16796,3551,2026-07-04,88,5,195.67,978.35,Completed,2026-08-10
16797,1598,2026-04-23,31,1,301.48,301.48,Completed,2026-05-15
16798,2101,2024-12-07,438,6,395.04,2370.24,Completed,2025-03-16
16799,6820,2024-10-24,115,4,417.28,1669.12,Completed,2025-07-17
16800,5509,2025-10-30,109,5,227.78,1138.90,Completed,2025-12-25
16801,312,2026-03-02,192,6,467.45,2804.70,Completed,2026-08-02
16802,1779,2026-06-19,37,10,221.86,2218.60,Completed,2026-06-26
16803,714,2024-08-13,462,4,200.99,803.96,Pending,
16804,5847,2026-05-14,77,8,487.05,3896.40,Pending,
16805,4136,2024-12-04,131,2,464.80,929.60,Completed,2025-09-10
16806,5018,2025-01-13,394,1,30.05,30.05,Completed,2025-08-16
16807,8361,2026-07-30,361,1,184.26,184.26,Completed,2026-08-13
16808,5813,2025-02-03,184,5,464.20,2321.00,Cancelled,
16809,589,2026-02-28,171,6,471.62,2829.72,Completed,2026-05-20
16810,9122,2025-02-06,193,5,364.40,1822.00,Completed,2025-07-03
16811,6566,2026-02-21,147,7,150.65,1054.55,Completed,2026-06-22
16812,2697,2025-09-30,388,4,126.21,504.84,Pending,
16813,4091,2024-09-12,449,5,347.92,1739.60,Completed,2024-12-21
16814,7130,2024-12-29,78,9,488.22,4393.98,Completed,2025-10-05
16815,8816,2025-10-13,113,6,194.60,1167.60,Completed,2026-06-20
16816,5505,2025-09-11,113,2,194.60,389.20,Cancelled,
16817,9067,2024-10-22,394,1,30.05,30.05,Completed,2024-12-12
16818,2623,2024-10-13,405,7,487.67,3413.69,Completed,2026-07-30
16819,3772,2026-08-09,107,3,475.27,1425.81,Completed,2026-08-12
16820,1357,2025-07-29,304,4,185.13,740.52,Cancelled,
16821,147,2025-06-16,68,1,139.81,139.81,Completed,2025-06-20
16822,6356,2024-08-17,435,5,324.72,1623.60,Completed,2026-04-27
16823,5219,2025-07-18,366,9,353.50,3181.50,Pending,
16824,8916,2026-05-12,383,2,297.95,595.90,Completed,2026-07-11
16825,4330,2025-12-01,157,2,470.83,941.66,Completed,2026-07-27
16826,682,2024-10-30,393,8,235.90,1887.20,Completed,2025-07-03
16827,387,2025-04-11,481,9,471.09,4239.81,Completed,2026-02-10
16828,4834,2025-05-07,207,7,224.62,1572.34,Completed,2026-03-20
16829,8412,2025-01-15,38,10,36.69,366.90,Completed,2026-05-02
16830,8379,2024-09-27,266,4,81.59,326.36,Completed,2026-07-14
16831,4497,2025-12-19,99,5,410.12,2050.60,Completed,2026-04-18
16832,7096,2025-03-09,390,6,234.90,1409.40,Pending,
16833,7045,2024-10-14,9,3,44.01,132.03,Completed,2026-06-23
16834,3530,2025-02-13,11,6,387.67,2326.02,Completed,2025-07-21
16835,7629,2025-03-10,34,10,68.55,685.50,Completed,2025-05-10
16836,9591,2026-06-13,396,9,98.97,890.73,Completed,2026-08-02
16837,4300,2026-02-12,403,5,278.85,1394.25,Completed,2026-05-27
16838,5199,2025-09-12,408,3,78.73,236.19,Completed,2026-06-09
16839,9169,2024-10-12,68,7,139.81,978.67,Completed,2025-05-05
16840,4587,2026-05-07,110,1,384.08,384.08,Completed,2026-06-25
16841,3593,2024-10-26,66,6,335.59,2013.54,Completed,2025-03-23
16842,9237,2024-09-13,190,7,277.88,1945.16,Completed,2024-12-09
16843,234,2025-08-30,101,6,307.58,1845.48,Completed,2026-08-06
16844,1681,2024-09-19,189,5,210.67,1053.35,Completed,2026-06-16
16845,9416,2025-09-02,171,9,471.62,4244.58,Pending,
16846,8893,2025-06-14,163,1,306.77,306.77,Completed,2025-06-24
16847,8599,2025-10-23,106,9,71.00,639.00,Completed,2026-01-18
16848,1606,2025-09-28,485,2,484.05,968.10,Completed,2026-01-05
16849,4383,2026-05-21,254,1,450.14,450.14,Completed,2026-07-11
16850,5975,2025-06-07,129,2,235.19,470.38,Completed,2026-05-17
16851,8435,2025-11-20,140,3,426.60,1279.80,Completed,2026-03-08
16852,6850,2025-07-14,414,4,362.09,1448.36,Cancelled,
16853,7772,2026-08-08,340,7,198.27,1387.89,Completed,2026-08-08
16854,9307,2026-02-14,244,4,38.96,155.84,Pending,
16855,4994,2026-02-25,329,2,18.95,37.90,Pending,
16856,743,2026-03-06,418,10,437.04,4370.40,Cancelled,
16857,9745,2024-10-16,258,10,217.88,2178.80,Completed,2025-09-19
16858,6748,2024-12-02,243,10,30.04,300.40,Cancelled,
16859,8985,2025-01-27,489,6,403.30,2419.80,Completed,2026-03-23
16860,4252,2025-04-16,432,10,342.19,3421.90,Pending,
16861,6397,2025-02-07,61,9,161.51,1453.59,Completed,2025-04-01
16862,4433,2026-03-18,96,2,235.17,470.34,Completed,2026-07-02
16863,3439,2025-05-26,112,5,163.26,816.30,Completed,2025-07-27
16864,7064,2025-10-04,205,4,310.64,1242.56,Completed,2025-11-22
16865,3765,2025-10-02,307,4,129.74,518.96,Completed,2026-06-02
16866,3177,2025-11-02,206,2,374.65,749.30,Completed,2026-08-08
16867,4798,2025-12-16,135,9,332.45,2992.05,Completed,2026-08-10
16868,8242,2025-09-17,416,4,99.44,397.76,Completed,2026-05-25
16869,5050,2025-02-22,333,5,60.04,300.20,Completed,2025-09-15
16870,1979,2024-08-18,440,3,229.90,689.70,Completed,2024-10-21
16871,8152,2026-06-27,442,6,85.43,512.58,Completed,2026-07-03
16872,6847,2024-08-26,150,9,64.72,582.48,Completed,2026-06-12
16873,9993,2026-03-24,431,8,30.98,247.84,Completed,2026-06-04
16874,7085,2026-05-13,358,5,337.24,1686.20,Completed,2026-05-19
16875,1887,2026-02-16,394,5,30.05,150.25,Cancelled,
16876,9662,2024-09-13,41,4,142.85,571.40,Completed,2024-11-03
16877,9310,2026-04-29,326,5,416.37,2081.85,Completed,2026-05-20
16878,6485,2026-07-24,72,2,84.98,169.96,Completed,2026-07-31
16879,1108,2024-12-18,174,8,499.79,3998.32,Completed,2026-02-22
16880,1431,2025-03-16,181,8,433.13,3465.04,Completed,2025-10-29
16881,5734,2026-04-25,168,2,215.44,430.88,Cancelled,
16882,6253,2026-04-16,132,10,471.03,4710.30,Completed,2026-04-18
16883,1658,2025-03-14,496,7,457.59,3203.13,Completed,2025-12-28
16884,6089,2025-10-20,454,3,379.89,1139.67,Completed,2026-05-28
16885,7208,2025-10-24,332,3,14.41,43.23,Completed,2026-02-22
16886,4746,2024-10-19,336,8,317.82,2542.56,Completed,2024-11-20
16887,1335,2025-07-29,159,10,78.85,788.50,Completed,2026-05-18
16888,1625,2025-07-17,490,1,242.30,242.30,Completed,2025-10-08
16889,6166,2026-01-14,316,8,332.65,2661.20,Completed,2026-07-04
16890,2417,2026-01-09,260,10,334.23,3342.30,Completed,2026-04-18
16891,6510,2024-12-20,291,1,453.43,453.43,Completed,2025-08-22
16892,7107,2025-12-23,146,4,324.72,1298.88,Pending,
16893,4472,2025-07-09,374,10,37.55,375.50,Cancelled,
16894,9967,2024-12-10,221,10,315.98,3159.80,Completed,2026-03-22
16895,1540,2024-10-05,452,6,309.24,1855.44,Completed,2024-11-20
16896,6681,2025-10-11,250,1,374.10,374.10,Pending,
16897,1485,2026-04-28,90,9,185.29,1667.61,Pending,
16898,2350,2026-01-01,154,4,27.53,110.12,Pending,
16899,9114,2025-05-07,418,2,437.04,874.08,Cancelled,
16900,250,2024-11-25,314,9,117.14,1054.26,Cancelled,
16901,5978,2024-12-01,358,4,337.24,1348.96,Completed,2025-07-14
16902,6554,2026-08-11,174,10,499.79,4997.90,Completed,2026-08-12
16903,201,2025-06-26,92,9,335.11,3015.99,Completed,2026-01-20
16904,3016,2026-04-10,341,4,130.56,522.24,Completed,2026-07-25
16905,9309,2025-03-23,372,6,122.18,733.08,Completed,2026-03-15
16906,9393,2024-10-09,435,8,324.72,2597.76,Pending,
16907,7136,2024-12-03,263,6,295.30,1771.80,Completed,2026-07-16
16908,4928,2025-05-20,173,3,17.80,53.40,Completed,2026-06-19
16909,2599,2025-08-09,164,1,136.00,136.00,Completed,2025-11-30
16910,3334,2026-01-10,493,7,457.99,3205.93,Completed,2026-01-20
16911,9293,2025-12-08,481,3,471.09,1413.27,Completed,2026-04-06
16912,3140,2024-10-26,186,6,158.82,952.92,Completed,2026-06-13
16913,7713,2026-07-03,229,3,11.89,35.67,Cancelled,
16914,8442,2024-10-04,417,10,346.80,3468.00,Completed,2025-03-07
16915,5549,2024-08-31,211,10,251.35,2513.50,Completed,2025-03-12
16916,7878,2025-07-29,156,7,237.35,1661.45,Completed,2026-02-07
16917,4021,2025-02-03,297,9,179.21,1612.89,Completed,2025-03-12
16918,5952,2026-01-23,162,4,430.78,1723.12,Completed,2026-05-31
16919,6101,2026-03-26,270,4,94.31,377.24,Completed,2026-04-13
16920,3515,2025-11-23,157,1,470.83,470.83,Completed,2026-06-14
16921,742,2026-07-28,243,4,30.04,120.16,Completed,2026-08-11
16922,1297,2025-05-06,176,1,458.46,458.46,Completed,2025-09-07
16923,8659,2024-12-10,26,7,341.74,2392.18,Cancelled,
16924,4426,2026-03-16,306,1,37.63,37.63,Pending,
16925,2995,2024-09-14,488,9,191.70,1725.30,Completed,2024-09-15
16926,8077,2025-05-07,102,4,360.58,1442.32,Completed,2026-08-10
16927,857,2026-07-10,145,1,361.44,361.44,Completed,2026-07-29
16928,1447,2025-08-14,217,2,15.86,31.72,Completed,2026-03-10
16929,6092,2026-06-19,84,9,178.82,1609.38,Completed,2026-08-06
16930,3182,2025-08-24,117,6,471.66,2829.96,Completed,2026-04-10
16931,4181,2024-12-30,460,5,405.30,2026.50,Completed,2026-07-05
16932,2642,2024-11-14,181,8,433.13,3465.04,Completed,2025-05-08
16933,3659,2025-03-05,254,8,450.14,3601.12,Completed,2025-11-26
16934,3844,2025-05-28,292,4,121.95,487.80,Completed,2025-11-12
16935,3419,2025-04-26,9,4,44.01,176.04,Completed,2025-11-01
16936,1668,2025-10-02,296,5,237.12,1185.60,Completed,2026-07-04
16937,7745,2025-05-08,269,8,306.45,2451.60,Completed,2025-09-08
16938,5739,2024-08-15,479,1,209.71,209.71,Completed,2026-07-10
16939,8553,2025-05-08,188,5,251.70,1258.50,Completed,2025-12-11
16940,6443,2024-11-17,182,9,209.56,1886.04,Cancelled,
16941,1180,2025-11-02,313,4,157.89,631.56,Completed,2025-11-02
16942,9903,2024-11-15,200,7,435.50,3048.50,Completed,2025-05-18
16943,1626,2026-06-01,218,3,285.13,855.39,Completed,2026-07-26
16944,9042,2026-04-15,479,6,209.71,1258.26,Completed,2026-06-22
16945,4220,2024-12-02,108,5,416.13,2080.65,Completed,2026-06-28
16946,5791,2025-10-20,4,9,282.82,2545.38,Cancelled,
16947,8337,2024-11-24,336,7,317.82,2224.74,Pending,
16948,5122,2026-03-21,344,8,416.04,3328.32,Completed,2026-06-12
16949,2386,2025-11-27,258,5,217.88,1089.40,Completed,2026-01-06
16950,5328,2025-01-26,299,7,309.43,2166.01,Completed,2025-09-16
16951,9415,2024-09-21,62,1,312.47,312.47,Completed,2024-09-23
16952,7026,2025-07-25,187,7,496.17,3473.19,Completed,2026-04-15
16953,8839,2025-11-02,194,8,433.30,3466.40,Completed,2026-01-11
16954,2744,2025-11-02,198,6,494.26,2965.56,Completed,2026-02-17
16955,3445,2024-12-08,422,2,306.99,613.98,Completed,2025-08-17
16956,1978,2024-09-17,456,6,266.45,1598.70,Completed,2024-09-26
16957,355,2025-01-28,173,2,17.80,35.60,Completed,2026-03-24
16958,5801,2025-11-16,74,4,418.12,1672.48,Cancelled,
16959,3819,2025-11-11,35,10,266.20,2662.00,Completed,2026-05-03
16960,7458,2025-01-02,150,10,64.72,647.20,Completed,2026-06-15
16961,1109,2026-04-10,215,5,103.61,518.05,Completed,2026-05-18
16962,6474,2025-01-16,476,3,378.42,1135.26,Completed,2025-08-28
16963,1944,2026-06-28,151,4,99.81,399.24,Completed,2026-06-28
16964,3935,2024-12-07,130,2,390.01,780.02,Pending,
16965,4491,2026-02-01,220,3,113.41,340.23,Completed,2026-06-27
16966,5447,2025-02-17,385,5,27.50,137.50,Completed,2026-07-15
16967,438,2026-06-17,346,10,150.25,1502.50,Completed,2026-07-26
16968,3223,2025-01-20,5,6,114.12,684.72,Completed,2025-12-13
16969,3479,2025-02-28,142,1,171.52,171.52,Completed,2026-01-06
16970,6752,2025-05-11,233,5,455.15,2275.75,Completed,2025-09-28
16971,1743,2024-11-29,46,5,99.84,499.20,Completed,2025-12-11
16972,3482,2025-09-24,114,10,206.76,2067.60,Completed,2025-10-27
16973,5855,2025-05-22,329,8,18.95,151.60,Completed,2025-12-27
16974,272,2024-11-03,213,8,340.42,2723.36,Completed,2024-11-29
16975,8875,2025-08-18,98,2,145.47,290.94,Completed,2026-03-28
16976,5858,2025-07-24,102,1,360.58,360.58,Completed,2025-10-10
16977,2863,2025-06-03,301,10,304.48,3044.80,Completed,2025-11-21
16978,2395,2025-11-10,36,6,357.91,2147.46,Completed,2026-02-05
16979,3820,2025-08-05,51,5,86.50,432.50,Completed,2026-05-29
16980,7259,2025-04-20,323,6,401.62,2409.72,Completed,2026-07-03
16981,6000,2025-09-29,292,7,121.95,853.65,Completed,2025-11-28
16982,3095,2025-08-17,284,10,232.58,2325.80,Completed,2026-05-13
16983,8962,2025-10-26,285,8,288.83,2310.64,Completed,2025-11-02
16984,9088,2025-05-16,378,6,385.05,2310.30,Completed,2026-05-13
16985,6429,2024-10-10,309,3,484.01,1452.03,Pending,
16986,2518,2025-07-24,273,4,374.33,1497.32,Completed,2026-04-09
16987,7381,2025-12-04,194,8,433.30,3466.40,Completed,2026-03-11
16988,7087,2026-04-07,242,4,50.38,201.52,Completed,2026-07-10
16989,8902,2026-04-06,372,5,122.18,610.90,Completed,2026-05-01
16990,4494,2025-06-25,409,8,85.44,683.52,Completed,2026-01-06
16991,9130,2024-12-08,165,2,82.48,164.96,Completed,2026-08-10
16992,128,2024-11-10,239,7,346.69,2426.83,Completed,2025-03-12
16993,6135,2025-07-03,483,3,378.44,1135.32,Pending,
16994,3479,2025-03-16,169,1,414.18,414.18,Cancelled,
16995,3615,2025-08-10,388,7,126.21,883.47,Completed,2025-08-24
16996,7116,2025-12-01,243,9,30.04,270.36,Completed,2026-07-02
16997,4286,2024-11-08,44,2,432.60,865.20,Completed,2025-11-18
16998,8701,2025-09-11,323,10,401.62,4016.20,Completed,2026-08-13
16999,7918,2025-03-29,352,1,347.57,347.57,Pending,
17000,6229,2025-04-17,306,9,37.63,338.67,Completed,2025-05-31
17001,9828,2025-01-04,80,10,137.07,1370.70,Pending,
17002,4672,2025-09-10,163,1,306.77,306.77,Completed,2025-12-11
17003,4780,2026-08-12,273,7,374.33,2620.31,Completed,2026-08-12
17004,5688,2025-03-01,301,6,304.48,1826.88,Pending,
17005,7492,2024-12-05,247,5,400.26,2001.30,Completed,2025-01-26
17006,2325,2025-12-03,41,10,142.85,1428.50,Completed,2025-12-18
17007,2781,2026-07-19,10,7,290.79,2035.53,Cancelled,
17008,4386,2025-03-10,265,4,484.36,1937.44,Completed,2026-01-17
17009,8394,2026-05-31,217,4,15.86,63.44,Completed,2026-06-11
17010,5993,2025-07-28,398,3,483.51,1450.53,Completed,2026-05-09
17011,99999,2025-04-24,246,5,142.25,711.25,Pending,
17012,7210,2025-05-10,440,2,229.90,459.80,Completed,2026-01-28
17013,5769,2024-10-15,382,10,314.39,3143.90,Pending,
17014,7624,2024-10-26,35,4,266.20,1064.80,Cancelled,
17015,4098,2025-05-29,171,7,471.62,3301.34,Completed,2025-11-29
17016,9088,2025-06-21,194,2,433.30,866.60,Completed,2025-09-10
17017,4576,2025-10-26,435,9,324.72,2922.48,Completed,2026-02-15
17018,9030,2026-05-06,262,10,373.57,3735.70,Completed,2026-08-07
17019,3802,2025-07-13,356,1,179.02,179.02,Completed,2025-11-18
17020,4676,2025-06-07,290,9,42.81,385.29,Pending,
17021,8559,2025-09-30,358,10,337.24,3372.40,Completed,2026-06-21
17022,1846,2025-01-03,433,3,206.42,619.26,Completed,2026-06-09
17023,6420,2025-06-25,233,4,455.15,1820.60,Cancelled,
17024,7569,2024-10-31,307,7,129.74,908.18,Pending,
17025,8627,2025-07-13,214,1,321.27,321.27,Completed,2026-04-07
17026,542,2026-05-02,149,10,179.15,1791.50,Completed,2026-05-06
17027,3583,2024-11-27,107,3,475.27,1425.81,Completed,2025-12-22
17028,3215,2025-11-19,53,3,81.62,244.86,Completed,2026-05-08
17029,1692,2024-10-25,399,8,144.27,1154.16,Completed,2026-06-28
17030,8700,2025-04-30,107,7,475.27,3326.89,Completed,2026-04-05
17031,1970,2026-03-10,475,4,126.14,504.56,Completed,2026-07-29
17032,9103,2025-01-13,185,1,19.29,19.29,Completed,2025-10-03
17033,2512,2026-03-29,142,1,171.52,171.52,Completed,2026-05-05
17034,8274,2025-09-11,89,8,5.84,46.72,Completed,2026-03-18
17035,4797,2025-12-10,77,2,487.05,974.10,Completed,2026-03-11
17036,8444,2026-04-18,273,8,374.33,2994.64,Pending,
17037,5300,2025-01-28,457,8,35.57,284.56,Completed,2025-08-01
17038,4257,2026-03-24,137,6,319.61,1917.66,Completed,2026-08-06
17039,2031,2024-10-03,152,9,490.35,4413.15,Completed,2025-10-19
17040,4845,2025-04-03,275,1,442.25,442.25,Completed,2026-03-20
17041,187,2025-03-08,25,10,299.96,2999.60,Cancelled,
17042,5510,2026-05-26,48,7,404.97,2834.79,Completed,2026-05-27
17043,5213,2025-06-21,71,10,415.53,4155.30,Completed,2025-10-29
17044,2045,2024-09-15,12,8,193.16,1545.28,Completed,2025-05-01
17045,7320,2025-07-18,403,3,278.85,836.55,Pending,
17046,8352,2025-06-23,66,3,335.59,1006.77,Completed,2025-11-05
17047,6381,2026-06-17,480,6,314.87,1889.22,Completed,2026-07-04
17048,4146,2026-06-30,269,1,306.45,306.45,Completed,2026-08-10
17049,4312,2025-11-24,430,5,125.02,625.10,Completed,2026-08-13
17050,659,2024-08-30,84,4,178.82,715.28,Completed,2026-01-12
17051,373,2026-01-07,93,7,99.96,699.72,Cancelled,
17052,7178,2025-07-23,494,3,235.79,707.37,Completed,2026-02-27
17053,679,2026-03-31,56,9,299.54,2695.86,Completed,2026-04-02
17054,3850,2025-08-25,269,2,306.45,612.90,Completed,2026-07-08
17055,211,2025-03-28,447,10,134.09,1340.90,Cancelled,
17056,212,2025-10-24,236,9,336.89,3032.01,Completed,2026-08-02
17057,1335,2025-08-09,152,10,490.35,4903.50,Completed,2025-09-26
17058,1194,2025-07-13,61,7,161.51,1130.57,Completed,2025-11-24
17059,9260,2025-03-26,394,7,30.05,210.35,Completed,2026-06-01
17060,9701,2025-04-15,445,5,260.06,1300.30,Completed,2026-02-05
17061,7684,2026-07-29,487,1,50.77,50.77,Completed,2026-08-07
17062,9435,2025-03-01,195,6,278.20,1669.20,Completed,2025-04-25
17063,902,2026-03-13,433,1,206.42,206.42,Completed,2026-07-20
17064,386,2024-12-18,251,4,228.74,914.96,Completed,2025-03-22
17065,5413,2025-01-30,336,4,317.82,1271.28,Completed,2025-11-16
17066,2290,2026-06-20,299,9,309.43,2784.87,Pending,
